student_id,name,grade,section,gender,aspiration,liked_subjects,disliked_subjects,psychometric_score,performance,career_suggestions,progress,assigned_teacher_id,parent_id,risk_flag
S0169,Cindy Phillips,9,5,Female,"['Lawyer', 'Artist']","['Computer Science', 'Math']","['Science', 'English', 'Social Science', 'Economics', 'History']",91,"{'Math': 64, 'Science': 99, 'English': 97, 'Social Science': 61, 'Computer Science': 60, 'Economics': 97, 'History': 77}","['Writer', 'Scientist', 'Artist', 'Lawyer', 'Doctor']",0.86,T027,P0169,Normal
S0170,Alice Campbell,12,9,Female,"['Artist', 'Pilot', 'Lawyer']",['Social Science'],"['Math', 'Science', 'English', 'Computer Science', 'Economics', 'History']",79,"{'Math': 100, 'Science': 57, 'English': 87, 'Social Science': 91, 'Computer Science': 88, 'Economics': 91, 'History': 98}","['Data Scientist', 'Engineer', 'Pilot', 'Writer', 'Scientist']",0.97,T026,P0170,Normal
S0171,Jasmine Tapia,10,3,Male,"['Engineer', 'Scientist']",['History'],"['Math', 'Science', 'English', 'Social Science', 'Computer Science', 'Economics']",64,"{'Math': 95, 'Science': 64, 'English': 93, 'Social Science': 71, 'Computer Science': 75, 'Economics': 59, 'History': 60}","['Writer', 'Scientist', 'Entrepreneur', 'Teacher', 'Data Scientist']",0.61,T030,P0171,Normal
S0172,Edwin Miles,9,10,Female,['Scientist'],['Science'],"['Math', 'English', 'Social Science', 'Computer Science', 'Economics', 'History']",90,"{'Math': 91, 'Science': 92, 'English': 92, 'Social Science': 61, 'Computer Science': 61, 'Economics': 91, 'History': 61}","['Lawyer', 'Writer', 'Entrepreneur', 'Artist', 'Data Scientist']",0.5,T016,P0172,Normal
S0173,Rachael Jones,12,1,Male,"['Scientist', 'Data Scientist']","['Computer Science', 'Economics', 'Social Science']","['Science', 'Math', 'History', 'English']",98,"{'Math': 57, 'Science': 80, 'English': 76, 'Social Science': 99, 'Computer Science': 70, 'Economics': 58, 'History': 85}","['Lawyer', 'Entrepreneur', 'Doctor', 'Data Scientist', 'Scientist']",0.45,T027,P0173,At Risk
S0174,Rachel Boyd,12,2,Male,['Lawyer'],"['Social Science', 'English', 'Economics']","['Math', 'History', 'Computer Science', 'Science']",98,"{'Math': 81, 'Science': 93, 'English': 96, 'Social Science': 60, 'Computer Science': 67, 'Economics': 83, 'History': 68}","['Scientist', 'Pilot', 'Entrepreneur', 'Teacher', 'Doctor']",0.61,T006,P0174,Normal
S0175,Jill Miller,9,5,Female,['Writer'],"['Math', 'Science', 'Economics']","['Social Science', 'History', 'Computer Science', 'English']",85,"{'Math': 67, 'Science': 58, 'English': 70, 'Social Science': 57, 'Computer Science': 84, 'Economics': 58, 'History': 78}","['Artist', 'Lawyer', 'Entrepreneur', 'Scientist', 'Teacher']",0.6,T021,P0175,Normal
S0176,Brian Booker,9,1,Male,"['Pilot', 'Teacher']",['History'],"['Math', 'Science', 'English', 'Social Science', 'Computer Science', 'Economics']",87,"{'Math': 85, 'Science': 92, 'English': 90, 'Social Science': 77, 'Computer Science': 77, 'Economics': 65, 'History': 71}","['Engineer', 'Lawyer', 'Doctor', 'Artist', 'Pilot']",0.33,T019,P0176,At Risk
S0177,Shawn Roth,10,4,Male,"['Artist', 'Lawyer', 'Scientist']","['Math', 'Economics', 'History']","['Science', 'Social Science', 'Computer Science', 'English']",56,"{'Math': 85, 'Science': 63, 'English': 96, 'Social Science': 66, 'Computer Science': 93, 'Economics': 55, 'History': 69}","['Teacher', 'Lawyer', 'Writer', 'Artist', 'Scientist']",0.87,T015,P0177,Normal
S0178,Mary Atkins,11,4,Female,"['Writer', 'Scientist']","['Math', 'History', 'Computer Science']","['Science', 'Economics', 'Social Science', 'English']",59,"{'Math': 97, 'Science': 78, 'English': 90, 'Social Science': 96, 'Computer Science': 93, 'Economics': 93, 'History': 73}","['Engineer', 'Pilot', 'Teacher', 'Data Scientist', 'Scientist']",0.71,T028,P0178,Normal
S0179,Rebecca Browning,11,5,Female,['Data Scientist'],"['History', 'Science', 'Math']","['Economics', 'Social Science', 'Computer Science', 'English']",81,"{'Math': 93, 'Science': 80, 'English': 97, 'Social Science': 75, 'Computer Science': 98, 'Economics': 63, 'History': 56}","['Pilot', 'Lawyer', 'Writer', 'Artist', 'Scientist']",0.51,T002,P0179,Normal
S0180,Casey Mays,10,6,Male,"['Writer', 'Pilot', 'Entrepreneur']","['English', 'Science', 'Computer Science']","['Economics', 'Social Science', 'Math', 'History']",88,"{'Math': 66, 'Science': 73, 'English': 61, 'Social Science': 85, 'Computer Science': 63, 'Economics': 71, 'History': 90}","['Data Scientist', 'Entrepreneur', 'Engineer', 'Pilot', 'Teacher']",0.38,T028,P0180,At Risk
S0181,Kelly Bauer,11,7,Female,"['Lawyer', 'Teacher']","['History', 'Math']","['Science', 'English', 'Social Science', 'Computer Science', 'Economics']",70,"{'Math': 85, 'Science': 58, 'English': 95, 'Social Science': 92, 'Computer Science': 92, 'Economics': 94, 'History': 59}","['Artist', 'Writer', 'Engineer', 'Scientist', 'Entrepreneur']",0.5,T010,P0181,Normal
S0182,Monique Dunn,12,1,Male,['Artist'],"['Social Science', 'Computer Science']","['Math', 'Science', 'English', 'Economics', 'History']",61,"{'Math': 84, 'Science': 64, 'English': 75, 'Social Science': 100, 'Computer Science': 66, 'Economics': 60, 'History': 86}","['Data Scientist', 'Entrepreneur', 'Doctor', 'Pilot', 'Artist']",0.42,T025,P0182,At Risk
S0183,Christopher Fischer,10,10,Male,"['Engineer', 'Data Scientist']","['Social Science', 'Economics', 'History']","['Science', 'Math', 'Computer Science', 'English']",52,"{'Math': 80, 'Science': 82, 'English': 85, 'Social Science': 79, 'Computer Science': 55, 'Economics': 57, 'History': 89}","['Entrepreneur', 'Doctor', 'Teacher', 'Scientist', 'Lawyer']",0.35,T022,P0183,At Risk
S0184,Patrick Ball,9,4,Male,"['Entrepreneur', 'Lawyer', 'Data Scientist']",['Social Science'],"['Math', 'Science', 'English', 'Computer Science', 'Economics', 'History']",100,"{'Math': 87, 'Science': 92, 'English': 74, 'Social Science': 65, 'Computer Science': 59, 'Economics': 57, 'History': 74}","['Lawyer', 'Pilot', 'Entrepreneur', 'Artist', 'Writer']",0.99,T011,P0184,Normal
S0185,Kathryn Maxwell,12,6,Male,['Scientist'],['Science'],"['Math', 'English', 'Social Science', 'Computer Science', 'Economics', 'History']",47,"{'Math': 69, 'Science': 63, 'English': 68, 'Social Science': 56, 'Computer Science': 92, 'Economics': 87, 'History': 65}","['Entrepreneur', 'Doctor', 'Scientist', 'Teacher', 'Data Scientist']",0.81,T020,P0185,At Risk
S0186,Natalie Gross,9,10,Male,"['Engineer', 'Doctor', 'Writer']","['Math', 'Social Science', 'Economics']","['Science', 'History', 'Computer Science', 'English']",53,"{'Math': 79, 'Science': 62, 'English': 90, 'Social Science': 71, 'Computer Science': 85, 'Economics': 99, 'History': 64}","['Doctor', 'Lawyer', 'Scientist', 'Entrepreneur', 'Teacher']",0.72,T009,P0186,Normal
S0187,Katherine Macdonald,10,7,Male,"['Teacher', 'Engineer', 'Lawyer']",['History'],"['Math', 'Science', 'English', 'Social Science', 'Computer Science', 'Economics']",52,"{'Math': 61, 'Science': 86, 'English': 67, 'Social Science': 93, 'Computer Science': 67, 'Economics': 71, 'History': 88}","['Entrepreneur', 'Scientist', 'Lawyer', 'Engineer', 'Doctor']",0.63,T030,P0187,Normal
S0188,Christine Robinson,10,8,Female,['Doctor'],['Economics'],"['Math', 'Science', 'English', 'Social Science', 'Computer Science', 'History']",89,"{'Math': 60, 'Science': 62, 'English': 91, 'Social Science': 97, 'Computer Science': 86, 'Economics': 64, 'History': 60}","['Writer', 'Engineer', 'Teacher', 'Data Scientist', 'Entrepreneur']",0.38,T010,P0188,At Risk
S0189,Allison Thompson,11,8,Male,['Data Scientist'],['History'],"['Math', 'Science', 'English', 'Social Science', 'Computer Science', 'Economics']",94,"{'Math': 73, 'Science': 78, 'English': 98, 'Social Science': 75, 'Computer Science': 82, 'Economics': 62, 'History': 61}","['Doctor', 'Teacher', 'Data Scientist', 'Entrepreneur', 'Scientist']",0.33,T012,P0189,At Risk
S0190,Dylan Griffin,12,10,Female,"['Engineer', 'Entrepreneur', 'Writer']",['Math'],"['Science', 'English', 'Social Science', 'Computer Science', 'Economics', 'History']",91,"{'Math': 80, 'Science': 80, 'English': 84, 'Social Science': 72, 'Computer Science': 79, 'Economics': 99, 'History': 85}","['Scientist', 'Data Scientist', 'Engineer', 'Pilot', 'Entrepreneur']",0.77,T028,P0190,Normal
S0191,Keith Miller,10,2,Female,"['Pilot', 'Teacher', 'Data Scientist']","['Social Science', 'English', 'Computer Science']","['Economics', 'Math', 'History', 'Science']",68,"{'Math': 56, 'Science': 98, 'English': 63, 'Social Science': 85, 'Computer Science': 86, 'Economics': 62, 'History': 81}","['Doctor', 'Engineer', 'Lawyer', 'Entrepreneur', 'Data Scientist']",0.21,T028,P0191,At Risk
S0192,Elizabeth Casey,10,6,Male,"['Artist', 'Pilot']","['Economics', 'History']","['Math', 'Science', 'English', 'Social Science', 'Computer Science']",81,"{'Math': 96, 'Science': 79, 'English': 64, 'Social Science': 90, 'Computer Science': 94, 'Economics': 58, 'History': 55}","['Data Scientist', 'Writer', 'Pilot', 'Scientist', 'Artist']",0.89,T003,P0192,Normal
S0193,Jennifer Graham DDS,12,6,Male,"['Lawyer', 'Doctor']","['Science', 'Computer Science', 'Social Science']","['Economics', 'Math', 'History', 'English']",45,"{'Math': 80, 'Science': 70, 'English': 60, 'Social Science': 84, 'Computer Science': 83, 'Economics': 91, 'History': 83}","['Pilot', 'Teacher', 'Entrepreneur', 'Doctor', 'Artist']",0.79,T001,P0193,At Risk
S0194,Joseph Jones,9,7,Female,['Writer'],"['Math', 'History', 'Computer Science']","['Science', 'Economics', 'Social Science', 'English']",82,"{'Math': 94, 'Science': 95, 'English': 74, 'Social Science': 87, 'Computer Science': 90, 'Economics': 68, 'History': 96}","['Pilot', 'Entrepreneur', 'Writer', 'Scientist', 'Doctor']",0.85,T028,P0194,Normal
S0195,Veronica Wilson,12,6,Female,"['Entrepreneur', 'Pilot', 'Engineer']",['History'],"['Math', 'Science', 'English', 'Social Science', 'Computer Science', 'Economics']",75,"{'Math': 97, 'Science': 69, 'English': 55, 'Social Science': 76, 'Computer Science': 77, 'Economics': 95, 'History': 73}","['Writer', 'Entrepreneur', 'Engineer', 'Doctor', 'Pilot']",0.59,T027,P0195,Normal
S0196,Robert Burke,12,2,Female,"['Artist', 'Teacher', 'Engineer']","['Science', 'Social Science']","['Math', 'English', 'Computer Science', 'Economics', 'History']",93,"{'Math': 67, 'Science': 100, 'English': 76, 'Social Science': 61, 'Computer Science': 81, 'Economics': 57, 'History': 95}","['Teacher', 'Engineer', 'Pilot', 'Artist', 'Entrepreneur']",0.67,T017,P0196,Normal
S0197,Jacob Robles,10,8,Male,"['Doctor', 'Writer', 'Scientist']","['Social Science', 'Computer Science', 'Science']","['Economics', 'Math', 'History', 'English']",78,"{'Math': 99, 'Science': 92, 'English': 66, 'Social Science': 63, 'Computer Science': 61, 'Economics': 79, 'History': 97}","['Teacher', 'Entrepreneur', 'Scientist', 'Artist', 'Lawyer']",0.92,T025,P0197,Normal
S0198,Robert Vazquez,10,5,Female,"['Lawyer', 'Pilot']",['Science'],"['Math', 'English', 'Social Science', 'Computer Science', 'Economics', 'History']",95,"{'Math': 81, 'Science': 93, 'English': 99, 'Social Science': 87, 'Computer Science': 74, 'Economics': 99, 'History': 90}","['Entrepreneur', 'Writer', 'Artist', 'Engineer', 'Scientist']",0.69,T010,P0198,Normal
S0199,Molly Jennings,11,3,Male,"['Writer', 'Entrepreneur', 'Engineer']","['Computer Science', 'Social Science']","['Math', 'Science', 'English', 'Economics', 'History']",58,"{'Math': 92, 'Science': 91, 'English': 97, 'Social Science': 100, 'Computer Science': 81, 'Economics': 98, 'History': 89}","['Scientist', 'Doctor', 'Engineer', 'Writer', 'Artist']",0.31,T022,P0199,At Risk
S0200,Tyler Diaz,9,4,Female,['Lawyer'],"['English', 'Science', 'Math']","['Economics', 'Social Science', 'History', 'Computer Science']",46,"{'Math': 99, 'Science': 73, 'English': 68, 'Social Science': 89, 'Computer Science': 57, 'Economics': 77, 'History': 83}","['Teacher', 'Writer', 'Artist', 'Entrepreneur', 'Scientist']",0.64,T008,P0200,At Risk
S0201,Abigail Baxter,11,1,Female,"['Scientist', 'Entrepreneur']","['Math', 'History', 'English']","['Economics', 'Social Science', 'Computer Science', 'Science']",81,"{'Math': 67, 'Science': 94, 'English': 83, 'Social Science': 69, 'Computer Science': 95, 'Economics': 100, 'History': 100}","['Entrepreneur', 'Writer', 'Artist', 'Scientist', 'Teacher']",0.96,T010,P0201,Normal
S0202,Joshua Montgomery,12,3,Male,['Data Scientist'],"['Computer Science', 'Math', 'Social Science']","['Science', 'Economics', 'History', 'English']",77,"{'Math': 57, 'Science': 82, 'English': 72, 'Social Science': 90, 'Computer Science': 71, 'Economics': 63, 'History': 65}","['Lawyer', 'Doctor', 'Entrepreneur', 'Artist', 'Pilot']",0.94,T002,P0202,Normal
S0203,Jacob Barker,10,6,Male,"['Teacher', 'Lawyer', 'Pilot']","['Computer Science', 'English', 'Math']","['Economics', 'Social Science', 'History', 'Science']",90,"{'Math': 100, 'Science': 75, 'English': 88, 'Social Science': 69, 'Computer Science': 66, 'Economics': 88, 'History': 59}","['Writer', 'Data Scientist', 'Scientist', 'Lawyer', 'Pilot']",0.52,T012,P0203,Normal
S0204,Michael Galvan,10,4,Female,"['Entrepreneur', 'Lawyer']",['History'],"['Math', 'Science', 'English', 'Social Science', 'Computer Science', 'Economics']",82,"{'Math': 94, 'Science': 88, 'English': 85, 'Social Science': 90, 'Computer Science': 96, 'Economics': 55, 'History': 62}","['Entrepreneur', 'Pilot', 'Artist', 'Teacher', 'Lawyer']",0.93,T008,P0204,Normal
S0205,Jason Shelton,9,6,Female,['Scientist'],"['Computer Science', 'Economics']","['Math', 'Science', 'English', 'Social Science', 'History']",71,"{'Math': 73, 'Science': 56, 'English': 88, 'Social Science': 78, 'Computer Science': 87, 'Economics': 87, 'History': 83}","['Doctor', 'Lawyer', 'Artist', 'Data Scientist', 'Writer']",0.27,T004,P0205,At Risk
S0206,John Martinez,10,9,Male,"['Engineer', 'Artist', 'Writer']","['Social Science', 'Math', 'Science']","['Economics', 'History', 'Computer Science', 'English']",41,"{'Math': 89, 'Science': 99, 'English': 82, 'Social Science': 96, 'Computer Science': 59, 'Economics': 98, 'History': 64}","['Pilot', 'Entrepreneur', 'Doctor', 'Teacher', 'Scientist']",0.24,T026,P0206,At Risk
S0207,Randy Williams,11,9,Male,"['Artist', 'Lawyer', 'Scientist']","['Social Science', 'Economics']","['Math', 'Science', 'English', 'Computer Science', 'History']",74,"{'Math': 80, 'Science': 82, 'English': 75, 'Social Science': 56, 'Computer Science': 79, 'Economics': 98, 'History': 62}","['Doctor', 'Engineer', 'Teacher', 'Entrepreneur', 'Pilot']",0.48,T017,P0207,At Risk
S0208,Wesley Campbell,9,5,Female,"['Engineer', 'Lawyer', 'Pilot']","['Social Science', 'Economics']","['Math', 'Science', 'English', 'Computer Science', 'History']",90,"{'Math': 56, 'Science': 85, 'English': 65, 'Social Science': 89, 'Computer Science': 69, 'Economics': 63, 'History': 80}","['Writer', 'Lawyer', 'Data Scientist', 'Pilot', 'Entrepreneur']",0.9,T026,P0208,Normal
S0209,Dr. Stacy Abbott MD,11,1,Male,['Doctor'],['Computer Science'],"['Math', 'Science', 'English', 'Social Science', 'Economics', 'History']",87,"{'Math': 93, 'Science': 80, 'English': 89, 'Social Science': 90, 'Computer Science': 60, 'Economics': 74, 'History': 68}","['Entrepreneur', 'Artist', 'Scientist', 'Teacher', 'Lawyer']",0.31,T006,P0209,At Risk
S0210,Marissa Carroll,10,10,Female,['Engineer'],['Economics'],"['Math', 'Science', 'English', 'Social Science', 'Computer Science', 'History']",58,"{'Math': 91, 'Science': 58, 'English': 90, 'Social Science': 84, 'Computer Science': 96, 'Economics': 90, 'History': 59}","['Engineer', 'Lawyer', 'Teacher', 'Pilot', 'Entrepreneur']",0.66,T011,P0210,Normal
S0211,Kristin Ortiz,11,3,Male,['Lawyer'],"['Math', 'Science', 'English']","['Economics', 'Social Science', 'History', 'Computer Science']",77,"{'Math': 86, 'Science': 83, 'English': 76, 'Social Science': 94, 'Computer Science': 97, 'Economics': 74, 'History': 99}","['Data Scientist', 'Entrepreneur', 'Writer', 'Artist', 'Engineer']",0.2,T008,P0211,At Risk
S0212,Brandi Henderson,10,7,Female,"['Data Scientist', 'Entrepreneur']","['Social Science', 'History']","['Math', 'Science', 'English', 'Computer Science', 'Economics']",78,"{'Math': 77, 'Science': 74, 'English': 86, 'Social Science': 90, 'Computer Science': 61, 'Economics': 66, 'History': 96}","['Engineer', 'Lawyer', 'Data Scientist', 'Writer', 'Teacher']",0.41,T029,P0212,At Risk
S0213,Joseph Rojas,9,2,Male,"['Doctor', 'Scientist', 'Artist']",['Computer Science'],"['Math', 'Science', 'English', 'Social Science', 'Economics', 'History']",65,"{'Math': 71, 'Science': 89, 'English': 89, 'Social Science': 85, 'Computer Science': 96, 'Economics': 64, 'History': 78}","['Artist', 'Lawyer', 'Data Scientist', 'Teacher', 'Writer']",0.6,T013,P0213,Normal
S0214,Richard Schultz,11,9,Male,"['Artist', 'Data Scientist', 'Writer']","['Science', 'History']","['Math', 'English', 'Social Science', 'Computer Science', 'Economics']",54,"{'Math': 91, 'Science': 91, 'English': 97, 'Social Science': 64, 'Computer Science': 85, 'Economics': 77, 'History': 57}","['Pilot', 'Artist', 'Engineer', 'Data Scientist', 'Scientist']",0.38,T022,P0214,At Risk
S0215,Lisa Smith,10,9,Female,"['Pilot', 'Teacher']",['Math'],"['Science', 'English', 'Social Science', 'Computer Science', 'Economics', 'History']",93,"{'Math': 96, 'Science': 75, 'English': 61, 'Social Science': 100, 'Computer Science': 88, 'Economics': 95, 'History': 72}","['Lawyer', 'Writer', 'Data Scientist', 'Artist', 'Entrepreneur']",0.5,T019,P0215,At Risk
S0216,Allison Yoder,9,9,Female,"['Artist', 'Writer']","['English', 'History']","['Math', 'Science', 'Social Science', 'Computer Science', 'Economics']",50,"{'Math': 86, 'Science': 85, 'English': 93, 'Social Science': 55, 'Computer Science': 87, 'Economics': 63, 'History': 83}","['Artist', 'Engineer', 'Lawyer', 'Writer', 'Scientist']",0.35,T012,P0216,At Risk
S0217,Carla Martin,9,4,Female,"['Engineer', 'Pilot']","['Social Science', 'History', 'Science']","['Economics', 'Math', 'Computer Science', 'English']",48,"{'Math': 92, 'Science': 65, 'English': 96, 'Social Science': 81, 'Computer Science': 56, 'Economics': 70, 'History': 57}","['Teacher', 'Data Scientist', 'Writer', 'Entrepreneur', 'Lawyer']",0.23,T019,P0217,At Risk
S0218,Daniel Faulkner,10,1,Male,"['Data Scientist', 'Writer']","['Computer Science', 'History']","['Math', 'Science', 'English', 'Social Science', 'Economics']",78,"{'Math': 95, 'Science': 56, 'English': 97, 'Social Science': 73, 'Computer Science': 60, 'Economics': 68, 'History': 83}","['Pilot', 'Teacher', 'Data Scientist', 'Engineer', 'Artist']",0.67,T026,P0218,Normal
S0219,Michael Suarez DDS,10,10,Female,['Entrepreneur'],"['Computer Science', 'History']","['Math', 'Science', 'English', 'Social Science', 'Economics']",52,"{'Math': 59, 'Science': 69, 'English': 79, 'Social Science': 79, 'Computer Science': 63, 'Economics': 61, 'History': 56}","['Writer', 'Teacher', 'Scientist', 'Pilot', 'Engineer']",0.68,T006,P0219,Normal
S0220,Virginia Ruiz,12,10,Male,"['Writer', 'Engineer', 'Teacher']","['Economics', 'Science']","['Math', 'English', 'Social Science', 'Computer Science', 'History']",66,"{'Math': 93, 'Science': 89, 'English': 55, 'Social Science': 98, 'Computer Science': 96, 'Economics': 82, 'History': 88}","['Entrepreneur', 'Doctor', 'Scientist', 'Engineer', 'Artist']",0.82,T013,P0220,Normal
S0221,Christina Williamson,11,10,Male,"['Data Scientist', 'Lawyer']","['History', 'Science']","['Math', 'English', 'Social Science', 'Computer Science', 'Economics']",40,"{'Math': 60, 'Science': 73, 'English': 93, 'Social Science': 89, 'Computer Science': 81, 'Economics': 71, 'History': 67}","['Doctor', 'Writer', 'Engineer', 'Lawyer', 'Teacher']",0.5,T007,P0221,At Risk
S0222,Linda Sanders,11,7,Female,['Data Scientist'],"['Economics', 'Computer Science']","['Math', 'Science', 'English', 'Social Science', 'History']",57,"{'Math': 71, 'Science': 71, 'English': 89, 'Social Science': 82, 'Computer Science': 91, 'Economics': 78, 'History': 94}","['Scientist', 'Artist', 'Teacher', 'Lawyer', 'Pilot']",0.58,T012,P0222,Normal
S0223,Stephanie Flynn,12,5,Female,"['Entrepreneur', 'Scientist', 'Data Scientist']","['Math', 'Economics', 'Science']","['Social Science', 'History', 'Computer Science', 'English']",90,"{'Math': 83, 'Science': 99, 'English': 65, 'Social Science': 61, 'Computer Science': 68, 'Economics': 87, 'History': 80}","['Entrepreneur', 'Writer', 'Doctor', 'Engineer', 'Artist']",0.96,T001,P0223,Normal
S0224,Gregory Gardner,9,3,Female,"['Scientist', 'Engineer', 'Writer']","['Science', 'English']","['Math', 'Social Science', 'Computer Science', 'Economics', 'History']",73,"{'Math': 60, 'Science': 93, 'English': 57, 'Social Science': 79, 'Computer Science': 80, 'Economics': 94, 'History': 96}","['Lawyer', 'Doctor', 'Data Scientist', 'Entrepreneur', 'Artist']",0.55,T007,P0224,Normal
S0225,Victoria Davis,11,4,Male,"['Writer', 'Teacher', 'Artist']","['Science', 'Economics', 'Math']","['Social Science', 'History', 'Computer Science', 'English']",89,"{'Math': 78, 'Science': 70, 'English': 96, 'Social Science': 55, 'Computer Science': 65, 'Economics': 60, 'History': 72}","['Scientist', 'Entrepreneur', 'Teacher', 'Artist', 'Lawyer']",0.36,T001,P0225,At Risk
S0226,Katie Perez,9,2,Female,"['Writer', 'Entrepreneur', 'Teacher']","['Science', 'Computer Science']","['Math', 'English', 'Social Science', 'Economics', 'History']",66,"{'Math': 67, 'Science': 84, 'English': 80, 'Social Science': 91, 'Computer Science': 55, 'Economics': 71, 'History': 66}","['Writer', 'Engineer', 'Teacher', 'Lawyer', 'Data Scientist']",0.47,T004,P0226,At Risk
S0227,Kristin Bentley,11,9,Female,"['Pilot', 'Scientist', 'Teacher']",['History'],"['Math', 'Science', 'English', 'Social Science', 'Computer Science', 'Economics']",47,"{'Math': 76, 'Science': 84, 'English': 98, 'Social Science': 84, 'Computer Science': 92, 'Economics': 56, 'History': 85}","['Lawyer', 'Engineer', 'Scientist', 'Entrepreneur', 'Writer']",0.73,T008,P0227,At Risk
S0228,Andrea Noble,11,7,Female,"['Writer', 'Doctor', 'Lawyer']",['English'],"['Math', 'Science', 'Social Science', 'Computer Science', 'Economics', 'History']",70,"{'Math': 60, 'Science': 80, 'English': 98, 'Social Science': 76, 'Computer Science': 59, 'Economics': 90, 'History': 66}","['Entrepreneur', 'Teacher', 'Artist', 'Lawyer', 'Data Scientist']",0.34,T024,P0228,At Risk
S0229,Ronald Carter,10,8,Male,['Artist'],"['Science', 'History']","['Math', 'English', 'Social Science', 'Computer Science', 'Economics']",98,"{'Math': 67, 'Science': 70, 'English': 94, 'Social Science': 77, 'Computer Science': 64, 'Economics': 61, 'History': 62}","['Engineer', 'Pilot', 'Doctor', 'Scientist', 'Lawyer']",0.96,T028,P0229,Normal
S0230,Phillip Rivers,12,6,Female,"['Teacher', 'Lawyer']","['Science', 'Computer Science']","['Math', 'English', 'Social Science', 'Economics', 'History']",91,"{'Math': 72, 'Science': 80, 'English': 69, 'Social Science': 91, 'Computer Science': 63, 'Economics': 58, 'History': 88}","['Scientist', 'Pilot', 'Doctor', 'Lawyer', 'Data Scientist']",0.51,T022,P0230,Normal
S0231,Kayla Schmidt,10,8,Male,"['Writer', 'Pilot', 'Entrepreneur']","['Math', 'History', 'Science']","['Economics', 'Social Science', 'Computer Science', 'English']",51,"{'Math': 79, 'Science': 92, 'English': 61, 'Social Science': 75, 'Computer Science': 78, 'Economics': 94, 'History': 71}","['Writer', 'Lawyer', 'Artist', 'Data Scientist', 'Pilot']",0.96,T011,P0231,Normal
S0232,Alexandra Lowery,11,3,Female,"['Artist', 'Scientist']","['History', 'English', 'Economics']","['Social Science', 'Math', 'Computer Science', 'Science']",83,"{'Math': 80, 'Science': 72, 'English': 83, 'Social Science': 66, 'Computer Science': 91, 'Economics': 63, 'History': 91}","['Artist', 'Engineer', 'Lawyer', 'Scientist', 'Writer']",0.64,T028,P0232,Normal
S0233,Patrick Rosales,12,4,Male,"['Data Scientist', 'Pilot', 'Doctor']",['Social Science'],"['Math', 'Science', 'English', 'Computer Science', 'Economics', 'History']",59,"{'Math': 86, 'Science': 63, 'English': 95, 'Social Science': 88, 'Computer Science': 89, 'Economics': 75, 'History': 86}","['Lawyer', 'Writer', 'Doctor', 'Artist', 'Pilot']",0.75,T002,P0233,Normal
S0234,Elizabeth Robinson,10,5,Female,"['Engineer', 'Pilot', 'Entrepreneur']","['English', 'History']","['Math', 'Science', 'Social Science', 'Computer Science', 'Economics']",62,"{'Math': 90, 'Science': 90, 'English': 71, 'Social Science': 77, 'Computer Science': 56, 'Economics': 81, 'History': 62}","['Teacher', 'Artist', 'Data Scientist', 'Scientist', 'Pilot']",0.48,T022,P0234,At Risk
S0235,Michael Knight,12,8,Male,"['Teacher', 'Lawyer']","['Economics', 'Science']","['Math', 'English', 'Social Science', 'Computer Science', 'History']",65,"{'Math': 65, 'Science': 95, 'English': 76, 'Social Science': 81, 'Computer Science': 95, 'Economics': 94, 'History': 91}","['Engineer', 'Teacher', 'Data Scientist', 'Pilot', 'Writer']",0.45,T021,P0235,At Risk
S0236,Kara Hughes,11,5,Female,"['Pilot', 'Entrepreneur']","['Computer Science', 'History', 'Social Science']","['Science', 'Economics', 'Math', 'English']",56,"{'Math': 81, 'Science': 65, 'English': 66, 'Social Science': 56, 'Computer Science': 63, 'Economics': 70, 'History': 97}","['Engineer', 'Artist', 'Data Scientist', 'Writer', 'Doctor']",0.28,T030,P0236,At Risk
S0237,Elizabeth Ayala,12,9,Male,['Scientist'],"['History', 'Math', 'Economics']","['Science', 'Social Science', 'Computer Science', 'English']",54,"{'Math': 71, 'Science': 94, 'English': 64, 'Social Science': 60, 'Computer Science': 96, 'Economics': 79, 'History': 74}","['Artist', 'Lawyer', 'Pilot', 'Entrepreneur', 'Engineer']",0.3,T027,P0237,At Risk
S0238,John Sawyer,10,1,Male,"['Entrepreneur', 'Teacher', 'Pilot']","['History', 'Computer Science']","['Math', 'Science', 'English', 'Social Science', 'Economics']",77,"{'Math': 72, 'Science': 90, 'English': 83, 'Social Science': 63, 'Computer Science': 99, 'Economics': 89, 'History': 66}","['Teacher', 'Pilot', 'Scientist', 'Lawyer', 'Entrepreneur']",0.71,T010,P0238,Normal
S0239,Joseph Shields,11,8,Male,['Pilot'],"['English', 'Social Science']","['Math', 'Science', 'Computer Science', 'Economics', 'History']",62,"{'Math': 71, 'Science': 64, 'English': 74, 'Social Science': 55, 'Computer Science': 55, 'Economics': 88, 'History': 63}","['Lawyer', 'Pilot', 'Doctor', 'Entrepreneur', 'Artist']",0.95,T016,P0239,Normal
S0240,Paige Lawrence,11,1,Female,"['Teacher', 'Artist']",['Computer Science'],"['Math', 'Science', 'English', 'Social Science', 'Economics', 'History']",50,"{'Math': 78, 'Science': 67, 'English': 81, 'Social Science': 90, 'Computer Science': 82, 'Economics': 80, 'History': 70}","['Scientist', 'Teacher', 'Artist', 'Data Scientist', 'Doctor']",0.53,T008,P0240,Normal
